Tittle ,Link,Salary,Level,Job description,Requirement,Job
,https://www.facebook.com/groups/573082889769081/permalink/1693288031081889/,,,"Tuyển dụng nhân viên giám sát cửa hàng, siêu thị mini
1. Tiêu chuẩn tuyển dụng
- Thời gian làm việc: 8h – 17h (6 ngày/ tuần, nghỉ chủ nhật)
- Kinh nghiệm: ít nhất 1 năm kinh nghiệm trong ngành kinh doanh bán lẻ
- Giới tính: Nữ
- Sử dụng word, ecxel thành thạo.
- Có máy tính xách tay phục vụ công việc.
2.  Chế độ:
- Lương cứng: 7-9tr (Lương cứng + phụ cấp + KPI)
- Tháng nghỉ 4 buổi
3. Mô tả công việc
- Kiểm soát, quản lý hàng hóa, tài sản
- Đảm bảo vệ sinh, thẩm mỹ cửa hàng
- Báo cáo kết quả hoạt động kinh doanh
- Các công việc khác theo sự phân công của cấp trên
4. Địa điểm làm việc: Thành Công, Ba Đình, HN và Lương Đình Của, Đống Đa, HN
5. Liên hệ: Chị Nga 0946004668",,
,https://www.facebook.com/groups/tuyendung24hnew/posts/6906698352689653/,"- Lương cứng : 7 triệu/ tháng + KPI (Thu nhập 10 -20 triệu/ tháng)
- Lương tháng 13",nhân viên,"JOB HOT MÙA DICH- PHỎNG VẤN ONLINE -- TRAINING ONLINE -- LÀM VIỆC TẠI NHÀ - CÔNG TY CẤP MÁY TÍNH BÀN VỀ NHÀ LÀM 
 CÔNG TY ABBOTT TUYỂN NHÂN VIÊN TƯ VẤN SỮA 
- Lương cứng : 7 triệu/ tháng + KPI (Thu nhập 10 -20 triệu/ tháng)
- Lương tháng 13
- DATA CÓ SẴN 100% KH CÓ NHU CẦU . Không đi thị trường , không gặp kh , không tìm kiếm KH . 
- Sản phẩm sữa dễ bán , dễ tư vấn - nhu cầu khách hàng sử dụng nhiều 
 YÊU CẦU: 
- Có kinh nghiệm 6 tháng trong ngành Telesales, CSKH, tư vấn
- Giọng nói rõ ràng, dễ nghe
Địa điểm: Số 20 Cộng Hòa, Tân Bình, Hồ Chí Minh
Thời gian: Từ thứ 2 -thứ 7 ( 8h30 -17h30)
Link ứng tuyển https://cvpro.top/job/836 
~~~~~~~~~~~
Cvpro là ứng dụng hỗ trợ ứng viên tìm kiếm việc làm theo Vị trí hoặc Tên doanh nghiệp. http://CVpro.top ứng dụng cho phép bạn tìm kiếm được tất cả thông tin tuyển dụng mà doanh nghiệp đăng tuyển Online trên các Website tuyển dụng"," YÊU CẦU: 
- Có kinh nghiệm 6 tháng trong ngành Telesales, CSKH, tư vấn
- Giọng nói rõ ràng, dễ nghe",Tư vấn/CSKH/Telesale
,https://docs.google.com/forms/d/e/1FAIpQLScF7h67w8bpbvpuo1Qi7HlMBfZQZuJQRWFFPEaz8nKVfHCY2w/viewform,,,"𝑴𝒐̂ 𝒕𝒂̉ 𝒄𝒐̂𝒏𝒈 𝒗𝒊𝒆̣̂𝒄	
- Sản phẩm Sữa Abbott (thương hiệu nổi tiếng của Mỹ, sản phẩm đa dạng)
- Gọi cho khách hàng theo data có sẵn do Công ty cung cấp. Data thực 100%  và khách hàng đã có nhu cầu quan tâm đến sản phẩm
- Tư vấn cho khách hàng sản phẩm phù hợp với độ tuổi của bé và mời khách hàng dùng thử.
- Chốt và lên đơn cho khách hàng, sản phẩm có kèm quà tặng theo từng thời điểm.
- Làm tại văn phòng, không đi thị trường, không tìm kiếm khách hàng .

𝒀𝒆̂𝒖 𝒄𝒂̂̀𝒖 𝒄𝒐̂𝒏𝒈 𝒗𝒊𝒆̣̂𝒄	
- Tốt nghiệp THPT
- Từ 18 – 35 tuổi
- Có giọng nói rõ ràng, dễ nghe
- Trung thực, nhiệt tình trong công việc
- Khả năng giao tiếp và thuyết phục tốt
- Có kỹ năng xử lý tình huống
- Kỹ năng đánh máy: 35 từ/ phút.
- Link Test đánh máy: 
https://10fastfingers.com/typing-test/vietnamese

𝑳𝒖̛𝒐̛𝒏𝒈 𝒗𝒂̀ 𝒑𝒉𝒖́𝒄 𝒍𝒐̛̣𝒊	
- Lương cơ bản 5.750.000 + phụ cấp cơm 500.000 +phụ cấp học quy trình 750.000 + hoa hồng
- Lương cứng: 7.000.000
- Thưởng theo hiệu quả công việc lên đển 18.000.000
- Thu nhập 10.000.000 – 25.000.000
 Thử việc 2 tháng: được hưởng full lương
- Được đóng bảo hiểm
- Được làm việc trong môi trường năng động, chuyên nghiệp

𝑻𝒉𝒐̛̀𝒊 𝒈𝒊𝒂𝒏 𝒍𝒂̀𝒎 𝒗𝒊𝒆̣̂𝒄
Từ thứ 2 đến thứ 7: 8h30-18h30 (Nghỉ cố định chủ nhật)

Đ𝒊̣𝒂 đ𝒊𝒆̂̉𝒎 𝒍𝒂̀𝒎 𝒗𝒊𝒆̣̂𝒄	
- Công viên phần mềm Quang Trung. Lầu 6, tòa nhà QTSC9, Đường Tô Ký, Phường Tân Chánh Hiệp, Quận 12

Thông tin liên hệ:
Emai: vongocquynh.hr@gmail.com
Phone/Zalo: 0987 180 721 (Ms.Quỳnh)",,
,https://www.facebook.com/groups/tuyendung24hnew/posts/8728063287219808/,,,,,
Nhân viên bán hàng,https://www.facebook.com/groups/tuyendung24hnew/posts/9436070216419108/,"LƯƠNG:
- Ca 12 tiếng: 12.500.000 vn₫/tháng +phụ cấp +chuyên cần
- Ca 8 tiếng: 8.500.000 vn₫/tháng +phụ cấp +chuyên cần.
- Ca 4 tiếng: 4.500.000 vn₫/tháng +phụ cấp +chuyên cần.",nhân viên,"CẦN TUYỂN DỤNG NHÂN VIÊN
Cơ sở siêu thị Winmart (lương tuần) 6/1 k.khánh
CÁCH THỨC LIÊN LẠC VÀO NHÓM ĐỂ PHỎNG VẤN: https://zalo.me/g/irlnlp905
CÔNG VIỆC:
- Nhân viên bán hàng/phụ bán hàng.
- Nhân viên đóng gói, dán tem nhãn.
- Nhân viên kho.
- Nhân viên tạp vụ.
- Nhân viên trực quầy giữ đồ
- Nhân viên thu ngân.
- Bảo vệ
THỜI GIAN LÀM VIỆC:
- Ca 4 tiếng: 7h30-11h30, 13h-17h.
- Ca 8 tiếng: 7h30-16h30 , 8h - 17h , 14h - 22h ( nghĩ trưa 1 tiếng 30p).
- Ca 12 tiếng: 7h30-19h30, 8h-20h, 9h-21h, 10h-22h.
- Xoay ca 4 tiếng hoặc 8 tiếng.
LƯƠNG:
- Ca 12 tiếng: 12.500.000 vn₫/tháng +phụ cấp +chuyên cần
- Ca 8 tiếng: 8.500.000 vn₫/tháng +phụ cấp +chuyên cần.
- Ca 4 tiếng: 4.500.000 vn₫/tháng +phụ cấp +chuyên cần.
QUYỀN LỢI:
- Được nghỉ 4 ngày/tháng.
- Được phụ cấp xăng + phòng trọ 1.000.000k/ tháng.
YÊU CẦU
- Nam-nữ: 23 - 56 tuổi
- Thái độ tốt, siêng năng với công việc.
- Không y/c kinh nghiệm, bằng cấp.
Chủ động Ibox trực tiếp mình để biết thêm chi tiết : https://zalo.me/g/irlnlp905
Được sắp xếp làm khu vực gần nhà!!","YÊU CẦU
- Nam-nữ: 23 - 56 tuổi
- Thái độ tốt, siêng năng với công việc.
- Không y/c kinh nghiệm, bằng cấp.",Bán hàng
Tuyển nhân viên Chat chốt đơn hàng,https://www.facebook.com/groups/contentcreatormarketingvn/posts/2964881183643005/,𝐋ươ𝐧𝐠 𝐜ơ 𝐛ả𝐧: 700𝐤/𝐜𝐚 + 150𝐤/đơ𝐧,CTV,"-Chỗ mình đang làm còn thiếu 30 bạn 𝐂𝐡𝐚𝐭-𝐜𝐡ố𝐭 đơn hàng.
𝐆ồ𝐦 𝟑 𝐜𝐚: + 𝐬á𝐧𝐠 𝟗:𝟎𝟎-𝟏𝟑:𝟎𝟎;
+ 𝐜𝐡𝐢ề𝐮 𝟏𝟒:𝟎𝟎-𝟏𝟗:𝟎𝟎
+𝐭ố𝐢 𝟏𝟗:𝟎𝟎-𝟐𝟐𝐡
𝐋ươ𝐧𝐠 𝐜ơ 𝐛ả𝐧: 700𝐤/𝐜𝐚 + 150𝐤/đơ𝐧
- Cv part time tại nhà, bận được đổi ca
-Yc: chăm chỉ, thật thà
-CÒN BÀI LÀ CÒN TUYỂN , CHỦ ĐỘNG IB CHO MÌNH NHA !","-Yc: chăm chỉ, thật thà",Chốt đơn hàng
Viết content mảng du lịch,https://www.facebook.com/groups/contentcreatormarketingvn/posts/2963366650461125/,Mức offer 6-18 M / tháng,Nhân viên,"(Xin phép admin)
𝐂Ơ 𝐇Ộ𝐈 𝐕𝐈Ệ𝐂 𝐋À𝐌 𝐍𝐆À𝐍𝐇 𝐂𝐎𝐍𝐓𝐄𝐍𝐓 𝐃𝐔 𝐋Ị𝐂𝐇
Tháng  giữa năm này bên mình cần thêm vài bạn để làm viết content cho các website/ fanpage của client
MÔ TẢ CÔNG VIỆC
Hình thức: ONLINE (Linh động thời gian)
Không đòi hỏi cao về tiếng Anh hay kinh nghiệm làm content. Có sẵn Format, được hướng dẫn, cung cấp công cụ hỗ trợ tối ưu thời gian viết bài.
Thời gian đào tạo: 1 tuần đối với newbie
Đối tượng:
SV / HS có thể bắt đầu sớm
Người đã đi làm nhưng muốn chuyển thử sức mảng content
Mức offer 6-18 M / tháng, đặc biệt deadline dài hạn nên có thể tranh thủ làm thêm ban đêm/ khuya, yêu cầu ít nhất 20h/ tuần
Bạn quan tâm inbox mình gửi chi tiết nhé!
#tuyendung #content #maketing","Không đòi hỏi cao về tiếng Anh hay kinh nghiệm làm content. Có sẵn Format, được hướng dẫn, cung cấp công cụ hỗ trợ tối ưu thời gian viết bài.",content writing
Cộng tác viết viết content online,https://www.facebook.com/groups/contentcreatormarketingvn/posts/2961886923942431/,120.000 vnd/1 bài,Cộng tác viên,"TUYỂN CTV CONTENT ONLINE] 
1. YÊU CẦU ĐƠN GIẢN
Rewrite - viết lại contents đã có sẵn.
KPI tối thiểu 2 bài/ngày. (Có thể tăng)
Lập và gửi báo cáo bài viết hàng tuần.
2. NỘI DUNG
Styles - Những Bài Học Cuộc Sống
Dung lượng từ 800-1200 (trung bình 1000).
Được gửi trước contents/ideas/dàn bài/thông tin chi tiết... Không cần tự tìm.
3. THU NHẬP HẤP DẪN
120.000 vnd/1 bài
Cam kết tăng theo dự án nếu làm tốt.
Cam kết KPI sẽ tăng và thu nhập tăng theo trong tương lai gần!
 Liên hệ: Inbox trực tiếp để nhận 1 đoạn test (khoảng 100 từ) và nhận việc sớm nhất.","1. YÊU CẦU ĐƠN GIẢN
Rewrite - viết lại contents đã có sẵn.
KPI tối thiểu 2 bài/ngày. (Có thể tăng)
Lập và gửi báo cáo bài viết hàng tuần.",Viết content
Nhân viên trả lời tin nhắn cho shop quần áo thời trang,https://www.facebook.com/groups/contentcreatormarketingvn/posts/2964822746982182/,Lương 60k/ 1h,Nhân viên,"Shop Quần Áo LIBÉ thông báo :
Tìm nhân viên trả lời tin nhắn cho shop quần áo thời trang
L.ương 60k/ 1h
Ưu tiên sinh viên làm thêm.
Quan tâm ib trực tiếp cho mình .",,Trả lời tin nhắn
Cộng tác viên viết content ,https://www.facebook.com/groups/contentcreatormarketingvn/posts/2960386220759168/,Mức lương: 40k~80k/1000w.,Cộng tác viên,"Mình cần tuyển 10 bạn content làm việc online (CTV)
Công việc cụ thể:
- Phát triển nội dung fanpage, website của công ty. 
- Hỗ trợ xây dựng nội dung sáng tạo cho các chiến dịch quảng cáo, truyền thông thương hiệu.
- Độ tuổi: 18 - 30 tuổi.
- Mức lương: 40k~80k/1000w. Sẽ tăng lương ngay sau khi hoàn thành 3 bài viết đầu tiên
- Ưu tiên ứng viên có am hiểu về bóng đá, game, thể thao
- Yêu cầu: có laptop + nhanh nhẹn ham học hỏi
Làm việc online, thời gian linh hoạt, tự do
Inb trực tiếp cho mình",- Yêu cầu: có laptop + nhanh nhẹn ham học hỏi,Viết content
Nhân viên bán hàng,https://www.facebook.com/groups/contentcreatormarketingvn/posts/2964582577006199/,"LƯƠNG MỖI CA: 4.000.000d
LƯƠNG FULLTIME: 8.000.000d",nhân viên,"Shop quàn áo LIBÉ THÔNG BÁO :
TUYỂN NHÂN VIÊN BÁN HÀNG ( Quần áo nam nữ, phụ kiện thời trang)
ĐI LÀM LUÔN
Thời gian làm việc:
Ca sáng: 9h-13h
Ca chiều : 13h-17h
Fulltime : 9h-17h
LƯƠNG MỖI CA: 4.000.000d
LƯƠNG FULLTIME: 8.000.000d
Yêu cầu : nữ 17 tuổi trở lên, không yêu cầu ngoại hình, chăm chỉ, trung thực
+ Không có kinh nghiệm sẽ được đào tạo, làm việc trong môi trường thoải mái 
+ Được nghỉ ngày chủ nhật
+ Ib trực tiếp qua messenger để nhận việc","Yêu cầu : nữ 17 tuổi trở lên, không yêu cầu ngoại hình, chăm chỉ, trung thực",bán hàng
"Bán hàng, thu ngân",https://www.facebook.com/groups/2217248311737530?multi_permalinks=6260242967438024&hoisted_section_header_type=recently_seen,"CÔNG VIỆC :      
- Bán hàng , thu ngân ( 30k/h )
- Vận hành đơn hàng ( 30k/h )
- Làm trên 3 tháng ( 35k/h )",Nhân viên,"CHUỖI HỆ THỐNG  CỬA HÀNG ROJTINE MỞ THÊM CHI NHÁNH CẦN TUYỂN DỤNG NHÂN VIÊN
Tuyển Nam + Nữ ( yêu cầu đủ 18 tuổi )
CÔNG VIỆC :      
- Bán hàng , thu ngân ( 30k/h )
- Vận hành đơn hàng ( 30k/h )
- Làm trên 3 tháng ( 35k/h )
( Tất cả nhân viên mới đều được đào tạo và hướng dẫn thử việc )
THỜI GIAN LÀM VIỆC :   
Ca Sáng : 7h - 12h
Ca Chiều : 12h - 17h      
Ca Tối : 17h - 22h  ( 25k/h )    
Ca full : 7h - 22h ( 250k/ngày )   
( Có Thể làm Parttime hoặc Fulltime, Xoay ca linh hoạt )
5 nhân viên online: ( lương vào cuối ngày )
QUYỀN LỢI :  
- Được nghỉ 4 ngày/tháng.
- Được phụ cấp xăng + phòng trọ 500k
Quan tâm inbox trực tiếp mình để được tư vấn       
CHÚ Ý : BÊN MÌNH KHÔNG THU BẤT CỨ CHI PHÍ GÌ CỦA NGƯỜI XIN VIỆC",Không yêu cầu kinh nghiệm,bán hàng/thu ngân/xử lý đơn
Nhân viên xử lý đơn,https://www.facebook.com/groups/2217248311737530/posts/6260165457445775/,"-LƯƠNG
- Giờ hành chính 300k/days
-Tăng ca 35k/ giờ
- PARTIME
- Ca 1 9:00 - 13:00 120k
- Ca 2 13:00-17:00 120k
- Ca 3 17:00 -21:00 120k",Nhân viên,"CTY TNHH SHOPEE & EXPRESS TUYỂN DỤNG
Tuyển nhân viên xử lý đơn cho SHOPEE
-LƯƠNG
- Giờ hành chính 300k/days
-Tăng ca 35k/ giờ
- PARTIME
- Ca 1 9:00 - 13:00 120k
- Ca 2 13:00-17:00 120k
- Ca 3 17:00 -21:00 120k
-YÊU CẦU
- Trên 18-40 tuổi
- Có TK hoặc BANKING
-PHÚC LỢI
-Thưởng tháng 13 ( yêu làm việc trên 1 năm )
- Thưởng Tết
-Thưởng ngày lễ
- Có phép 5
- Có bảo hiểm
NGHIÊM TÚC QUAN TÂM IB MÌNH NHÉ","-YÊU CẦU
- Trên 18-40 tuổi
- Có TK hoặc BANKING",xử lý đơn hàng
Vị trí Online duyệt đơn cho SHOPEE EXPRESS,https://www.facebook.com/groups/2217248311737530/posts/6260175774111410/,".Lương ngày 250.000 Vnđ + % hoa hồng.
+.Phụ cấp: 30.000> 100.000VND
+.Chuyên cần: 200.000",Nhân viên,"THÔNG BÁO TUYỂN DỤNG!!!
Đang cần tuyển 08 bạn làm việc Nữ - Nam
Độ tuổi :18  - 45 tuổi
Công việc: Vị trí Online duyệt đơn cho SHOPEE EXPRESS
Thời gian linh hoạt rãnh làm bận nghĩ 
+Lương ngày 250.000 Vnđ + % hoa hồng.
+Phụ cấp: 30.000> 100.000VND
+Chuyên cần: 200.000
+Ko yêu cầu bằng cấp, chưa có kinh nghiệm sẽ được đào tạo, tư vấn
1 tháng làm 24 công(Được nghỉ thứ 7 chủ nhật)
Tăng ca:(thứ7,chủ nhật)+200k
Đảm bảo công việc ổn định, lâu dài
(Lưu ý: không thu bất kỳ loại chi phí nào).
Công việc làm online bằng Điện thoại hoặc Laptop (Duyệt đơn)
Quan tâm inbox trực tiếp cho mình","Ko yêu cầu bằng cấp, chưa có kinh nghiệm sẽ được đào tạo, tư vấn",xử lý đơn hàng
Nhân viên tư vấn chốt đơn,https://www.facebook.com/groups/timvieclamchatluong/posts/2186821624856732/,"Lương : 8 tr - 13tr + chuyên cần+ thưởng + % hoa hồng
Thử việc 100% lương cứng",Nhân viên,"[ MỸ ĐÌNH, HÀ NỘI ]
𝐍𝐇𝐀̂𝐍 𝐕𝐈𝐄̂𝐍 𝐓𝐔̛ 𝐕𝐀̂́𝐍 𝐂𝐇𝐎̂́𝐓 Đ𝐎̛𝐍
Lương : 8 tr - 13tr + chuyên cần+ thưởng + % hoa hồng
Thử việc 100% lương cứng
Lương tháng thứ 13, lễ tết đầy đủ 12 ngày phép/ năm có lương
Tổ chức sinh nhật - tặng quà sinh nhật, du lịch 1 lần/ năm
Thời gian làm việc: 8h15- 17h45 ,
Yêu cầu: Làm việc Full-time, có laptop cá nhân
Không yêu cầu kinh nghiệm, được công ty đào tạo bài bản..
Địa chỉ: Mỹ Đình, Nam Từ Liêm, Hà Nội.
Ứng viên quan tâm IB trực tiếp!!!","Yêu cầu: Làm việc Full-time, có laptop cá nhân
Không yêu cầu kinh nghiệm, được công ty đào tạo bài bản..",Tư vấn chốt đơn
CTV CONTENT ONLINE] ,,,cộng tác viên,"TUYỂN CTV CONTENT ONLINE] 
1. YÊU CẦU ĐƠN GIẢN
Rewrite - viết lại contents đã có sẵn.
KPI tối thiểu 2 bài/ngày. (Có thể tăng)
Lập và gửi báo cáo bài viết hàng tuần.
2. NỘI DUNG
Styles - Những Bài Học Cuộc Sống
Dung lượng từ 800-1200 (trung bình 1000).
Được gửi trước contents/ideas/dàn bài/thông tin chi tiết... Không cần tự tìm.
3. THU NHẬP HẤP DẪN
120.000 vnd/1 bài
Cam kết tăng theo dự án nếu làm tốt.
Cam kết KPI sẽ tăng và thu nhập tăng theo trong tương lai gần!
 Liên hệ: Inbox trực tiếp để nhận 1 đoạn test (khoảng 100 từ) và nhận việc sớm nhất.",,
Tuyển nhân viên Dịch thuật,,33.000 VND - 180.000 VND /1 file nhé bạn,cộng tác viên,"JD DỊCH THUẬT 
VANHANHMALL đang tuyển nhân viên ,dịch các mẫu, nhãn sản phẩm  hàng hiệu đơn hàng xuất nhập khẩu Shop thương mại lớn như LI-NING , ADIDAS, 361, ASICS , NIKE, MAXX SPORT  Sau đó nhận đơn dịch số liệu lượng hàng  vào file tổng hợp xuất trên hệ thống của công ty . các đơn được xuất từ hệ thống và gửi  cho các đối tác và khách hàng của công ty.

1. Mô tả công việc:
Công việc của bạn cần làm cụ thể là dịch các đơn hàng xuất nhập khẩu sẽ được xuất đi nước ngoài được các cửa hàng các đại lý gửi và mình kiểm soát . Bạn sẽ dịch đơn hàng theo ngôn ngữ sở trường của bạn sau đó hỗ trợ nhập gửi đơn đơn hàng vào hệ thống và các đơn hàng đã dịch sẽ được xuất đi quốc tế.

2. Quy chế công ty:
Về thời gian làm việc:
 Công ty làm việc tất cả cá ngày trong tuần khung giờ  từ 9h sáng đến 21h00 Tối 
• KPI: Không có ( bạn dịch nhiều hưởng lương nhiều và ngược lại )
 • Deadline : Trả bài dịch trong ngày làm việc của công ty

Rảnh lúc nào bạn cũng có thể tham gia làm việc mất 15-30p.HOÀN THÀNH CÔNG VIỆC bạn nhận đc ( Tiền  lương ) là  33.000 VND - 180.000 VND /1 file nhé bạn.

Bình quân hàng ngày có thể làm từ 5 đến 10 file đơn hàng để bạn dịch ( hoặc có thể làm nhiều hơn tùy thuộc vào thời gian sắp xếp của mọi người thôi ). Hoàn thành 1 mã dịch  hết từ 15-30p tùy thao tác mỗi người

Lương thanh toán qua tài khoản ngân hàng từ 5-10p sau khi bạn hoàn thành bài dịch và thanh toán tùy theo bài dịch bạn nhận , có thể là 1 2 hoặc 3 bài sẽ thanh toán  . Mỗi file dịch sẽ có giá ngẫu nhiên từ 33.000 VND - 180.000 VND lương ít hay nhiều tùy vào độ khó và dài của file bạn dịch .


3.Quyền lợi:
• Hoàn thành 5 file đơn dịch trong 1 ngày sẽ nhận được 200k tiền chuyên cần.
• Có tháng lương thứ 13 với nhân viên có thành tích làm việc tốt.",,
Nhân viên Marketing,https://www.facebook.com/groups/389163092635125/permalink/690802539137844/,8M-12M (Thu nhập 12M-20M),Nhân viên,"[ Capital Garden 102 Trường Chinh]
Tuyển dụng 2 MKT lương cứng 8M-12M (Thu nhập 12M-20M)
Chạy mỹ phẩm trend
Yêu cầu nho nhỏ: Có kinh nghiệm facebook ads từ 6 tháng + Có laptop 
Ib mình nhận Job ạ",Có kinh nghiệm facebook ads từ 6 tháng + Có laptop ,Tiếp thị/ Marketing
Nhân viên kinh doanh,https://www.facebook.com/groups/241435937855223/posts/701074538558025/,Thu nhập trung bình: 10tr – 20tr (doanh số + thưởng),nhân viên,"[Nguyễn Ngọc Nại – Thanh Xuân] tuyển dụng
Vị trí: Nhân viên kinh doanh KHÔNG YÊU CẦU KINH NGHIỆM
- Được đào tạo bài bản
- Làm việc trong môi trường gen Z năng động
- Lộ trình thăng tiến tốt
Yêu cầu: có laptop làm việc
Thu nhập trung bình: 10tr – 20tr (doanh số + thưởng)
Fulltime: 8h30 – 17h30, nghỉ 1 ngày tùy chọn/tháng
Parttime: 8h30 - 12h hoặc 13h30 - 17h, 18h30 - 22h, xoay ca linh hoạt.
Địa chỉ: 50 Nguyễn Ngọc Nại – Thanh Xuân – Hà Nội
Ib để nhận JD",KHÔNG YÊU CẦU KINH NGHIỆM,Bán hàng/Kinh doanh
Nhân viên Văn phòng,https://www.facebook.com/groups/241435937855223/posts/702508211747991/,"8,5tr - 13tr + Phụ cấp Cơm trưa và trà bánh miễn phí + thưởng + % doanh thu.",nhân viên,"[Mỹ đình2 - HN] Tuyển dụng Nhân viên Văn phòng
Lương cơ bản : 8,5tr - 13tr + Phụ cấp Cơm trưa và trà bánh miễn phí + thưởng + % doanh thu.
Chưa có doanh số nhận lương 7,5 triệu => Tổng thu nhập 10 - 20 triệu/tháng.
Thử việc hưởng 100% lương
Lương tháng thứ 13, lễ tết đầy đủ 12 ngày phép/ năm có lương
Tổ chức sinh nhật - tặng quà sinh nhật, du lịch 2 lần/ năm
Thời gian làm việc: 8h00 - 17h45 (t2-sáng t7), nghỉ chiều T7 & CN
Yêu cầu:.
- Có laptop cá nhân
- Làm việc Full-time
- Không yêu cầu kinh nghiệm, được công ty đào tạo bài bản.
Ứng viên quan tâm IB trực tiếp hoặc 0948 353 488 (Zalo)","Yêu cầu:.
- Có laptop cá nhân
- Làm việc Full-time
- Không yêu cầu kinh nghiệm, được công ty đào tạo bài bản.",hành chính/văn phòng
TUYỂN DỤNG NHÂN SỰ ,https://www.facebook.com/groups/241435937855223/posts/694847315847414/,"- Lương cơ bản: ~10.000.000đ + Phụ cấp ~1.000.000đ + hoa hồng + thưởng +…
- Phụ cấp chuyên cần 500-1tr 
=> Tổng thu nhập từ 15 triệu đến 25 triệu/ tháng.",nhân viên,"Không khó để sinh viên mới ra trường, nhân sự ko có kinh nghiệm kiếm được thu nhập 10 triệu
—————————————————————
TIGION TUYỂN DỤNG NHÂN SỰ KO YÊU CẦU KINH NGHIỆM.
Yêu cầu: Có laptop cá nhân – Làm việc   fulltime
Tuổi : 2003 —> 1992
- Không yêu cầu kinh   nghiệm, được Công ty đào tạo từ đầu
- Lương cơ bản: ~10.000.000đ + Phụ cấp ~1.000.000đ + hoa hồng + thưởng +…
- Phụ cấp chuyên cần 500-1tr 
=> Tổng thu nhập từ 15 triệu đến 25 triệu/ tháng.
Lương tháng thứ 13, lễ tết, sinh nhật đầy đủ .
Một năm có 13 ngày phép
Thời gian làm việc: từ 8h – 17h45 (nghỉ trưa 1h45p)
Chiều Thứ 7 + CN nghỉ, nghỉ lễ tết theo lịch của nhà nước.
Đầy đủ chế độ theo quy định
Địa điểm làm việc: Tòa nhà Bộ Quốc phòng MD ComPlex – Số 68 Nguyễn Cơ Thạch – Mỹ Đình - HN
Zalo: 094 8353488","Yêu cầu: Có laptop cá nhân – Làm việc   fulltime
Tuổi : 2003 —> 1992
- Không yêu cầu kinh   nghiệm, được Công ty đào tạo từ đầu",
tuyển dụng nhân viên tư vấn,https://www.facebook.com/groups/241435937855223/posts/700382168627262/,Thu Nhập: 9-20TR (Lương cứng 7tr5 + PC + 500k chuyên cần + hoa hồng ),nhân viên,"“Nguyễn Trãi-Thanh Xuân” tuyển dụng nhân viên tư vấn
Thu Nhập: 9-20TR (Lương cứng 7tr5 + PC + 500k chuyên cần + hoa hồng )
Yêu cầu:
- Có laptop cá nhân, làm được fulltime
Thời gian: 8h10 - 17h40 (Thứ 2 đến thứ 6) - Thứ 7 chỉ làm Sáng 8h40 đến 12h
𝑽𝒂̆𝒏 𝒑𝒉𝒐̀𝒏𝒈 𝒎𝒂́𝒕 𝒎𝒆̉, đ𝒐̂̀𝒏𝒈 𝒏𝒈𝒉𝒊𝒆̣̂𝒑 𝒗𝒖𝒊 𝒗𝒆̉
/-li Thưởng lễ tết, sinh nhật, lương tháng 13,...
Tháng nghỉ 4 Chủ nhật và 4 chiều thứ 7 + 1 ngày phép bất kỳ, lễ tết theo quy định nhà nước (100% có lương)
Cơ hội thăng tiến vị trí Leader, Manager
IB nhận JD.","Yêu cầu:
- Có laptop cá nhân, làm được fulltime",bán hàng/tư vấn
